Stranding ID,Total Mass (g),Mass Industrial (g),Mass Sheet-like (g),Mass Threadlike (g),Mass Foam Plastic (g),Mass Hard Fragment (g),Mass Other Plastic (g),Mass Non-plastic (g),GIT Section,Category,Color,Mass (g),Length (mm),Width (mm),Depth (mm),Fragment?,Surface Area (cm2)
20070711LXG01,0.67,0,0.08,0.01,0,0.58,0,0,Small/Large Intestine,Hard Fragment,Clear,0.03,14.19,6.81,0.77,No,2.256078
20070711LXG01,0.67,0,0.08,0.01,0,0.58,0,0,Small/Large Intestine,Hard Fragment,Clear,0.05,11.63,8.54,1.16,No,2.454348
20070711LXG01,0.67,0,0.08,0.01,0,0.58,0,0,Small/Large Intestine,Hard Fragment,Clear,0.06,25.77,11.49,0.42,No,6.23493
20070711LXG01,0.67,0,0.08,0.01,0,0.58,0,0,Small/Large Intestine,Hard Fragment,Black,0.26,18.85,6.76,3.74,No,4.464148
20070711LXG01,0.67,0,0.08,0.01,0,0.58,0,0,Small/Large Intestine,Hard Fragment,Clear,0.03,13.13,8.73,0.42,No,2.476122
20070711LXG01,0.67,0,0.08,0.01,0,0.58,0,0,Small/Large Intestine,Hard Fragment,Clear,0.07,NA,NA,Na,Yes,NA
19980520DXS01,3.32,0,0.18,0,0.02,0.13,2.94,0,Small/Large Intestine,Hard Fragment,Brown,0.05,11.25,8.79,1.66,No,2.643078
19980520DXS01,3.32,0,0.18,0,0.02,0.13,2.94,0,Small/Large Intestine,Hard Fragment,Clear,0.08,19.87,6.15,0.84,No,2.881146
19980504AFA01,0.18,0,0.13,0,0,0.03,0,0,Small/Large Intestine,Hard Fragment,Clear,0.03,10.1,5.79,0.67,No,1.382506
19970819DXH01,0.69,0,0.38,0.04,0,0.28,0,0,Small/Large Intestine,Hard Fragment,White,0.02,6.4,4.24,2.2,No,1.01088
19970819DXH01,0.69,0,0.38,0.04,0,0.28,0,0,Small/Large Intestine,Hard Fragment,White,0.09,15.75,6.55,1.86,No,2.89281
19970819DXH01,0.69,0,0.38,0.04,0,0.28,0,0,Small/Large Intestine,Hard Fragment,White,0.04,7.47,5.54,1.74,No,1.280424
19970819DXH01,0.69,0,0.38,0.04,0,0.28,0,0,Small/Large Intestine,Hard Fragment,White,0.09,13.7,5.45,1.67,No,2.13291
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0,6.3,4.23,0.49,No,0.636174
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.17,18.18,17.13,0.83,No,6.814614
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.06,15.52,11.08,0.5,No,3.705232
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,White,0.02,6.9,4.11,0.93,No,0.771966
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.1,17.92,8.61,0.84,No,3.531528
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,White,0.15,13.6,7.68,1.8,No,2.85504
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.11,20.03,8.33,0.82,No,3.802102
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,White,0.06,11.01,3.7,1.65,No,1.30017
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.07,11.05,5.9,1.18,No,1.70392
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,White,0.13,12.45,11.81,0.9,No,3.37737
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.06,9.84,7.28,0.83,No,1.716896
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Green,0.04,13.1,4.38,0.64,No,1.371304
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.05,13.31,4.29,0.8,No,1.423598
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,White,0.03,5.54,5.35,0.9,No,0.7888
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.07,15.93,8.53,0.43,No,2.928014
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.03,9.35,3.43,0.77,No,0.838222
19960504CJL01,1.37,0,0.08,0,0,1.21,0.05,0,Small/Large Intestine,Hard Fragment,Clear,0.04,13.54,4.9,0.45,No,1.49288
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.1,15.44,18.94,0.71,No,6.336868
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.1,11.86,9.72,1.43,No,2.922772
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.06,14.75,9.73,0.6,No,3.16411
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Brown,0.16,13.97,9.66,1.66,No,3.48352
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.11,19.61,10.59,0.72,No,4.588278
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Brown,0.12,17.45,14.49,0.64,No,5.465842
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.07,13.07,9.43,0.76,No,2.807002
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Green,0.09,15.57,6.8,1.13,No,2.623082
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.09,16.22,15.81,0.46,No,5.42344
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.1,13.19,11.68,0.85,No,3.503974
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.07,11.17,8.05,0.97,No,2.171238
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.11,19.61,8.29,0.84,No,3.720058
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.05,13.35,11.24,0.41,No,3.202718
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.23,19.64,13.45,1.04,No,5.971432
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.15,18.05,7.06,1.39,No,3.246718
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.04,14.45,8.78,0.37,No,2.709322
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,White,0.1,12.74,8.98,1.02,No,2.731192
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.08,17.3,8.31,0.64,No,3.203068
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.16,20.07,11.79,0.77,No,5.22315
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,White,0.06,8.24,7.97,1.02,No,1.64414
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.06,17.24,5.85,0.66,No,2.321868
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.09,14.47,8.83,0.76,No,2.909562
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.03,13.96,9.63,0.24,No,2.801928
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.06,21.17,7.51,0.4,No,3.409174
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.08,12.73,9.23,0.71,No,2.66179
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Green,0.04,11.65,3.14,1.11,No,1.059958
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.06,12.86,5.92,0.8,No,1.823104
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.1,16.23,6.7,0.91,No,2.592146
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.06,12.34,9.09,0.52,No,2.466284
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.05,9.11,8.65,0.6,No,1.78915
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.07,12.6,9.38,0.56,No,2.609936
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,0.04,14.69,5.54,0.39,No,1.785446
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Green,0.1,10.17,5.5,1.37,No,1.548058
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Yellow,0.08,9.94,9.29,0.53,No,2.05069
19951218DXH01,7.37,0.16,0.1,0,0,7.1,0,0,Small/Large Intestine,Hard Fragment,Clear,4.15,NA,NA,NA,Yes,NA
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,9.18,814,0.47,No,157.188292
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.01,85.1,6.19,0.53,No,11.503054
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,82.5,7.38,0.48,No,13.039848
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Clear,0.01,15.41,9.31,0.43,No,3.081934
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,15.22,8.02,0.69,No,2.762
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,14.49,7.87,0.69,No,2.589294
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,9.14,5.23,1.08,No,1.266436
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.01,8.4,5.09,0.6,No,1.017
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.06,17.32,14.24,0.59,No,5.305144
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,15.03,4.08,0.78,No,1.524564
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.01,7.72,5.67,0.54,No,1.02006
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.01,6.88,5.06,0.67,No,0.856252
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,7.01,6.42,1.51,No,1.30567
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.07,12.02,7.76,1.68,No,2.530112
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Clear,0.02,9.78,5.31,0.85,No,1.295166
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,13.03,5.51,0.58,No,1.65097
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.01,6.22,4.76,0.68,No,0.741472
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,9.98,6.35,0.61,No,1.466686
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,9.1,7.95,0.79,No,1.71629
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.01,7.76,5.44,0.45,No,0.963088
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.08,15.66,10.17,0.92,No,3.660516
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,9,6.87,0.59,No,1.423866
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,6.88,5.08,1.04,No,0.947776
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,5.46,5.07,1.3,No,0.827424
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.06,11.11,7.56,1.28,No,2.157784
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.08,13.82,8.99,1.11,No,2.991218
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.09,15.07,14.19,0.72,No,4.69821
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,12.29,6.45,0.64,No,1.825282
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,9.39,4.99,0.72,No,1.144194
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,8.65,6.45,0.89,No,1.38463
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,9.05,5.7,0.63,No,1.21755
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,7.46,4.32,0.98,No,0.875432
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.01,7.05,5.32,0.42,No,0.854028
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,9.61,7.98,0.6,No,1.744836
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,7.35,5.96,1.05,No,1.15563
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,9.53,6.49,0.49,No,1.39399
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,9.95,4.2,0.68,No,1.02824
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,6.18,4.6,0.99,No,0.782004
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.01,8.8,3.99,0.39,No,0.802002
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.05,17.63,8.69,0.44,No,3.29571
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,6.71,4.56,0.88,No,0.810304
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.05,16.69,6.57,0.59,No,2.467534
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,8.98,8.42,0.51,No,1.689712
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,9.19,6.97,0.6,No,1.475006
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.07,8.66,4.45,2.26,No,1.363312
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.04,13.51,5.98,0.61,No,1.853574
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,9.82,5.7,0.42,No,1.249848
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,8.84,6.63,0.4,No,1.295944
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.05,8.74,7.99,0.82,No,1.671024
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,5.95,5.25,0.69,No,0.77931
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,9.92,4.09,0.51,No,0.954358
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.02,8.97,6.66,0.34,No,1.301088
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,White,0.03,8,5.7,0.66,No,1.09284
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,8.07,4.38,0.55,No,0.843882
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,9.47,8.4,0.36,No,1.719624
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.03,10.25,6.23,0.43,No,1.418878
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.04,11.09,5.6,0.57,No,1.432346
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,7.22,4.44,0.55,No,0.769396
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,8.17,4.67,0.44,No,0.87607
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Clear,0.02,9.04,4.48,0.41,No,0.920848
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,8.99,3.78,0.45,No,0.794574
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.02,7.13,5.21,0.38,No,0.83673
19940929AFA01,2.44,0.05,0.06,0,0,2.21,0.12,0,Small/Large Intestine,Hard Fragment,Brown,0.59,NA,NA,NA,Yes,NA
19940404MXD02,0.46,0,0,0,0,0.17,0,0.27,Small/Large Intestine,Hard Fragment,Clear,0.02,5.57,7.04,0.8,No,0.986016
19940404MXD02,0.46,0,0,0,0,0.17,0,0.27,Small/Large Intestine,Hard Fragment,Clear,0.16,18.53,8.2,1.3,No,3.7339
20190701RHG03,0.01,0,0,0,0,0.01,0,0,Stomach,Hard Fragment,Orange,0.01,NA,NA,NA,Yes,NA
20190620JWT01,0.18,0,0,0,0,0.02,0.16,0,Stomach,Hard Fragment,Yellow,0.01,5.79,2.12,2.27,No,0.60461
20190620JWT01,0.18,0,0,0,0,0.02,0.16,0,Stomach,Hard Fragment,Yellow,0,NA,NA,NA,Yes,NA
20190520AMO02,0.79,0,0.28,0.44,0,0.07,0,0,Stomach,Hard Fragment,White,0.07,13.28,5.84,2.21,No,2.396208
20190422LES01,1.68,0,0.21,0,0.15,1.3,0,0.03,Stomach,Hard Fragment,White,0.02,8.64,4.68,1,No,1.075104
20190416AMM01,0.4,0,0.01,0.01,0,0.37,0,0,Stomach,Hard Fragment,Clear,0,NA,NA,NA,Yes,NA
20190327MAP01,0.51,0,0.28,0.02,0.04,0.09,0.08,0,Stomach,Hard Fragment,Blue,0.04,6.47,4.41,1.49,No,0.894878
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,White,0.02,9.11,4.71,0.9,No,1.106922
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,Orange,0.05,10.54,4.2,1.93,No,1.454324
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,White,0.01,5.21,4.29,0.72,No,0.583818
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,White,0.02,9.75,6.65,0.49,No,1.45747
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,Clear,0.04,9.94,6.02,0.79,No,1.448944
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,Clear,0.02,6.72,4.89,0.69,No,0.817434
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,Green,0.04,7.77,4.29,1.34,No,0.989874
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,Clear,0.03,8.57,5.71,0.68,No,1.172902
20090529AFA01,0.36,0,0.02,0,0,0.3,0.03,0,Stomach,Hard Fragment,Clear,0.05,NA,NA,NA,Yes,NA
20080211CLC01,0,0,0,0,0,0,0,0,Stomach,Hard Fragment,White,0,NA,NA,NA,Yes,NA
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.01,11.94,5.73,0.39,No,1.50615
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.04,12.57,12.53,0.58,No,3.441202
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.02,14.03,5.85,0.51,No,1.844286
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.07,20.37,15.93,0.39,No,6.773022
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.02,10.86,8.03,0.4,No,1.895236
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.02,13.45,4.15,0.58,No,1.32051
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.08,29.1,10.32,0.43,No,6.345252
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.02,9.47,6.31,0.43,No,1.330822
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.08,17.37,12.32,0.48,No,4.564992
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.05,13.39,12.57,0.38,No,3.563542
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.05,11.95,9.6,0.51,No,2.51421
20070523MXB01,0.6,0,0,0,0,0.58,0,0,Stomach,Hard Fragment,Clear,0.09,NA,NA,NA,Yes,NA
20070509AFA08,1.19,0,0.14,0,0,0,1.03,0,Stomach,Hard Fragment,Clear,0,NA,NA,NA,Yes,NA
20070314DJW01,2.58,0,0.04,0,0.04,2.38,0.1,0,Stomach,Hard Fragment,White,0.06,11.37,6.11,1.1,No,1.773974
20070314DJW01,2.58,0,0.04,0,0.04,2.38,0.1,0,Stomach,Hard Fragment,White,0,NA,NA,NA,Yes,NA
20011201AFA01,0.07,0,0,0,0,0.03,0.04,0,Unknown,Hard Fragment,Clear,0,3.59,3.85,1.03,No,0.429694
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.04,10.43,7.74,0.98,No,1.970696
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.04,12.06,4.48,1.35,No,1.527156
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.03,7.16,5.53,1.23,No,1.10407
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.15,17.85,9.33,1.44,No,4.113594
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.06,9.34,6.94,1.42,No,1.758744
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.07,9.69,7.61,1.45,No,1.976518
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.03,6.99,5.25,1.1,No,1.00323
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.2,13.79,11.87,1.37,No,3.97683
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.03,7.19,4.1,1.13,No,0.844734
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.02,5.91,3.62,1,No,0.618484
19970719KXJ01,0.74,0,0.14,0,0,0.6,0,0,Unknown,Hard Fragment,White,0.01,NA,NA,NA,Yes,NA
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.11,24.27,16.52,0.61,No,8.516446
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.03,12.14,9.34,0.55,No,2.504032
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.02,10.79,6.73,0.57,No,1.652062
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,Black,0.07,15.92,5.18,1.73,No,2.379372
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.14,21.08,17.77,0.72,No,8.051272
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.03,11.93,7.11,0.68,No,1.95539
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.02,9.88,5.88,0.63,No,1.360464
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.02,10.64,6,0.57,No,1.466496
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.01,9.32,2.88,0.62,No,0.688112
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.14,15.94,15.9,0.9,No,5.64204
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.04,13.26,4.8,0.95,No,1.6161
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.08,15.04,14.15,0.55,No,4.57741
19970514AXB01,1,0,1,0,0,0,0,0,Unknown,Hard Fragment,White,0.09,19.25,10.41,0.64,No,4.387498
